rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
25,002484,江海股份,2026-09-23,59.85,-1.8530665792062861,51.0,D,震荡,偏空震荡,偏空震荡,high,震荡/偏空震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
26,002371,北方华创,2026-09-23,668.15,-0.7088509778279684,50.6,D,震荡,偏空震荡,偏空震荡,high,震荡/偏空震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
27,000333,美的集团,2026-09-23,82.47,-0.08480736612552775,49.8,D,空头,多头,空头,high,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
28,002179,中航光电,2026-09-23,34.77,-1.165434906196694,49.3,D,偏空震荡,空头,空头,high,偏空震荡/空头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
29,002938,鹏鼎控股,2026-09-23,88.19,-1.1876750700280159,49.1,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
30,601899,紫金矿业,2026-09-23,31.41,0.0,49.1,D,空头,偏多震荡,空头,high,空头/偏多震荡，60分钟空头；目前只适合观察，等待结构改善。
31,002594,比亚迪,2026-09-23,85.85,-0.8431508431508528,47.9,D,空头,空头,多头,high,空头/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
32,002008,大族激光,2026-09-23,92.98,-1.3579461065138965,47.7,D,偏空震荡,偏空震荡,空头,high,偏空震荡/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
33,600406,国电南瑞,2026-09-23,22.38,0.6747638326585648,47.6,D,空头,空头,多头,high,空头/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
34,600941,中国移动,2026-09-23,96.4,-0.051840331778119086,47.6,D,空头,偏多震荡,空头,high,空头/偏多震荡，60分钟空头；目前只适合观察，等待结构改善。
35,603799,华友钴业,2026-09-23,36.17,-1.336606655755579,47.6,D,空头,强势空头,偏多震荡,high,空头/强势空头，60分钟偏多震荡；目前只适合观察，等待结构改善。
36,600900,长江电力,2026-09-23,28.08,0.21413276231263545,47.6,D,空头,多头,空头,high,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
37,300124,汇川技术,2026-09-23,52.72,-2.460684551341352,47.5,D,强势空头,强势空头,偏多震荡,high,强势空头/强势空头，60分钟偏多震荡；目前只适合观察，等待结构改善。
38,600030,中信证券,2026-09-23,26.79,-0.37188545927854255,47.4,D,空头,偏空震荡,偏多震荡,high,空头/偏空震荡，60分钟偏多震荡；目前只适合观察，等待结构改善。
39,000977,浪潮信息,2026-09-23,71.27,-1.2196812196812346,47.3,D,空头,偏空震荡,偏空震荡,high,空头/偏空震荡，60分钟偏空震荡；目前只适合观察，等待结构改善。
40,600690,海尔智家,2026-09-23,20.2,0.0,46.9,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
41,688187,时代电气,2026-09-23,45.77,-0.5864465682015596,46.5,D,空头,空头,多头,high,空头/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
42,603019,中科曙光,2026-09-23,83.5,-1.38,46.3,D,空头,空头,偏空震荡,high,空头/空头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
43,600111,北方稀土,2026-09-23,37.42,-1.2664907651714907,46.2,D,空头,强势空头,偏多震荡,high,空头/强势空头，60分钟偏多震荡；目前只适合观察，等待结构改善。
44,300059,东方财富,2026-09-23,18.65,-0.64,45.9,D,空头,空头,多头,high,空头/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
45,002602,世纪华通,2026-09-23,14.34,-1.9151846785225635,45.7,D,偏空震荡,震荡,空头,high,偏空震荡/震荡，60分钟空头；目前只适合观察，等待结构改善。
46,603993,洛阳钼业,2026-09-23,17.66,-0.8422234699606901,45.3,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
47,002415,海康威视,2026-09-23,33.11,-0.21097046413501852,43.9,D,强势空头,偏空震荡,偏多震荡,high,强势空头/偏空震荡，60分钟偏多震荡；目前只适合观察，等待结构改善。
48,600309,万华化学,2026-09-23,71.6,1.33,43.6,D,强势空头,空头,震荡,high,强势空头/空头，60分钟震荡；目前只适合观察，等待结构改善。
49,600549,厦门钨业,2026-09-23,48.71,-1.28,43.5,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
50,000338,潍柴动力,2026-09-23,25.89,-4.217536071032191,43.4,D,空头,偏空震荡,强势空头,high,空头/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
51,300014,亿纬锂能,2026-09-23,50.03,-1.028684470820962,43.1,D,空头,强势空头,偏空震荡,high,空头/强势空头，60分钟偏空震荡；目前只适合观察，等待结构改善。
52,600312,平高电气,2026-09-23,18.93,-1.917098445595855,43.0,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
53,600031,三一重工,2026-09-23,17.51,-1.185101580135428,41.7,D,强势空头,空头,空头,high,强势空头/空头，60分钟空头；目前只适合观察，等待结构改善。
54,002126,银轮股份,2026-09-23,38.33,-0.5448884276076815,41.6,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
55,600938,中国海油,2026-09-23,32.29,-2.417648836506514,41.0,D,空头,震荡,空头,high,空头/震荡，60分钟空头；目前只适合观察，等待结构改善。
56,600875,东方电气,2026-09-23,23.81,-2.1372790793259377,40.8,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
57,002558,巨人网络,2026-09-23,23.6,-3.000411015207549,39.6,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
58,002517,恺英网络,2026-09-23,16.38,-3.0195381882770933,39.6,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
59,600066,宇通客车,2026-09-23,25.25,-3.515475735575091,38.8,D,强势空头,强势空头,空头,high,强势空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
