rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
33,002126,银轮股份,2026-08-25,41.2,7.29,44.2,D,空头,空头,震荡,medium,空头/空头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
34,600406,国电南瑞,2026-08-25,23.15,-0.52,44.1,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
35,002558,巨人网络,2026-08-25,26.71,0.19,44.0,D,空头,空头,震荡,medium,空头/空头，60分钟震荡；目前只适合观察，等待结构改善。
36,002463,沪电股份,2026-08-25,114.29,-1.11,43.8,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
37,600309,万华化学,2026-08-25,72.87,-0.44,43.5,D,偏空震荡,空头,空头,medium,偏空震荡/空头，60分钟空头；目前只适合观察，等待结构改善。
38,002050,三花智控,2026-08-25,35.95,0.67,43.5,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
39,002335,科华数据,2026-08-25,30.33,2.05,43.3,D,空头,空头,空头,medium,空头/空头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
40,002281,光迅科技,2026-08-25,167.32,0.56,42.8,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
41,603993,洛阳钼业,2026-08-25,18.42,-3.0,42.5,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
42,300059,东方财富,2026-08-25,18.93,0.05,42.4,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
43,002436,兴森科技,2026-08-25,33.31,0.21,42.3,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
44,002156,通富微电,2026-08-25,60.9,-0.56,42.3,D,空头,偏空震荡,强势空头,medium,空头/偏空震荡，60分钟强势空头；已进入条件化回踩观察区，仍需次日量价确认。
45,002185,华天科技,2026-08-25,16.84,-0.24,42.1,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
46,603019,中科曙光,2026-08-25,83.19,1.23,41.6,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
47,002938,鹏鼎控股,2026-08-25,87.44,-0.58,41.5,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
48,300014,亿纬锂能,2026-08-25,54.57,-2.24,41.3,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
49,002484,江海股份,2026-08-25,60.03,0.89,40.9,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
50,600549,厦门钨业,2026-08-25,52.39,-2.86,40.9,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
51,688187,时代电气,2026-08-25,47.41,-0.44,40.6,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
52,002179,中航光电,2026-08-25,33.37,1.09,40.5,D,空头,空头,强势空头,medium,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
53,002008,大族激光,2026-08-25,85.05,-1.22,40.3,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
54,603799,华友钴业,2026-08-25,39.13,-2.66,40.3,D,空头,强势空头,空头,medium,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
55,002517,恺英网络,2026-08-25,16.54,-0.06,40.1,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
56,300442,润泽科技,2026-08-25,62.6,0.24,39.7,D,空头,强势空头,空头,medium,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
57,601689,拓普集团,2026-08-25,46.8,1.08,39.6,D,空头,强势空头,空头,medium,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
58,600111,北方稀土,2026-08-25,39.85,-1.41,37.7,D,空头,强势空头,空头,medium,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
59,600875,东方电气,2026-08-25,25.6,0.67,36.9,D,空头,强势空头,空头,medium,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
