rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
13,600312,平高电气,2026-08-26,20.43,1.84,56.5,D,多头,震荡,多头,medium,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
14,603993,洛阳钼业,2026-08-26,19.59,6.35,55.9,D,震荡,多头,多头,medium,震荡/多头，60分钟多头；目前只适合观察，等待结构改善。
15,600938,中国海油,2026-08-26,33.33,-0.54,55.9,D,多头,震荡,偏空震荡,medium,多头/震荡，60分钟偏空震荡；股票结构较强，目前优先等待回踩或突破确认。
16,002463,沪电股份,2026-08-26,119.22,4.31,55.3,D,震荡,多头,偏多震荡,medium,震荡/多头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
17,002415,海康威视,2026-08-26,34.78,0.09,54.9,D,偏空震荡,强势多头,偏多震荡,medium,偏空震荡/强势多头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
18,300014,亿纬锂能,2026-08-26,55.9,2.44,53.7,D,偏多震荡,空头,震荡,medium,偏多震荡/空头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
19,002602,世纪华通,2026-08-26,13.95,-0.78,52.5,D,多头,空头,偏多震荡,medium,多头/空头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
20,002475,立讯精密,2026-08-26,57.11,4.1,52.3,D,震荡,空头,多头,medium,震荡/空头，60分钟多头；目前只适合观察，等待结构改善。
21,300124,汇川技术,2026-08-26,61.9,0.83,52.1,D,偏空震荡,空头,强势多头,medium,偏空震荡/空头，60分钟强势多头；已进入条件化回踩观察区，仍需次日量价确认。
22,600066,宇通客车,2026-08-26,30.4,1.37,51.7,D,偏空震荡,偏空震荡,多头,medium,偏空震荡/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
23,600183,生益科技,2026-08-26,130.01,0.78,50.9,D,空头,多头,震荡,medium,空头/多头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
24,600309,万华化学,2026-08-26,74.49,2.22,50.3,D,偏空震荡,偏空震荡,震荡,medium,偏空震荡/偏空震荡，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
25,600406,国电南瑞,2026-08-26,23.42,1.17,49.5,D,偏空震荡,空头,偏多震荡,medium,偏空震荡/空头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
26,300059,东方财富,2026-08-26,19.36,2.27,48.8,D,空头,空头,多头,medium,空头/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
27,600031,三一重工,2026-08-26,18.86,-0.47,47.4,D,空头,空头,偏空震荡,medium,空头/空头，60分钟偏空震荡；目前只适合观察，等待结构改善。
28,002371,北方华创,2026-08-26,700.7,0.04,47.2,D,空头,多头,空头,medium,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
29,603920,世运电路,2026-08-26,37.22,0.13,47.0,D,偏多震荡,强势空头,空头,medium,偏多震荡/强势空头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
30,000977,浪潮信息,2026-08-26,73.79,-0.43,46.7,D,空头,多头,空头,medium,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
31,002156,通富微电,2026-08-26,61.25,0.57,46.6,D,空头,多头,空头,high,空头/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
32,002126,银轮股份,2026-08-26,40.74,-1.12,46.6,D,空头,空头,震荡,medium,空头/空头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
33,603019,中科曙光,2026-08-26,84.25,1.27,46.3,D,空头,空头,震荡,medium,空头/空头，60分钟震荡；目前只适合观察，等待结构改善。
34,300054,鼎龙股份,2026-08-26,72.19,0.0,45.9,D,空头,多头,空头,medium,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
35,603986,兆易创新,2026-08-26,392.5,-0.76,45.2,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
36,600584,长电科技,2026-08-26,73.62,-0.58,45.0,D,空头,多头,强势空头,medium,空头/多头，60分钟强势空头；已进入条件化回踩观察区，仍需次日量价确认。
37,000338,潍柴动力,2026-08-26,27.03,0.04,44.8,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
38,601138,工业富联,2026-08-26,60.57,0.7,44.3,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
39,002335,科华数据,2026-08-26,30.25,-0.26,43.3,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
40,688187,时代电气,2026-08-26,47.51,0.21,43.1,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
41,002916,深南电路,2026-08-26,348.03,2.06,42.8,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
42,002050,三花智控,2026-08-26,36.14,0.53,42.5,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
43,600549,厦门钨业,2026-08-26,52.62,0.44,42.4,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
44,002281,光迅科技,2026-08-26,167.88,0.33,42.1,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
45,002436,兴森科技,2026-08-26,33.3,-0.03,42.1,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
46,002185,华天科技,2026-08-26,16.66,-1.07,42.1,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
47,002938,鹏鼎控股,2026-08-26,87.3,-0.16,41.3,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
48,603799,华友钴业,2026-08-26,39.97,2.15,41.2,D,空头,强势空头,空头,medium,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
49,002484,江海股份,2026-08-26,59.59,-0.73,40.7,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
50,688396,华润微,2026-08-26,57.8,-1.43,40.7,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
51,002558,巨人网络,2026-08-26,26.58,-0.49,39.9,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
52,002008,大族激光,2026-08-26,85.68,0.74,39.9,D,空头,偏空震荡,空头,medium,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
53,002179,中航光电,2026-08-26,33.37,0.0,39.7,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
54,300442,润泽科技,2026-08-26,62.33,-0.43,39.7,D,空头,强势空头,空头,medium,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
55,002517,恺英网络,2026-08-26,16.48,-0.36,39.5,D,空头,空头,空头,medium,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
56,000988,华工科技,2026-08-26,103.8,-1.4,39.2,D,空头,强势空头,空头,medium,空头/强势空头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
57,600111,北方稀土,2026-08-26,40.07,0.55,38.7,D,空头,强势空头,空头,medium,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
58,601689,拓普集团,2026-08-26,46.6,-0.43,38.5,D,空头,强势空头,空头,medium,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
59,600875,东方电气,2026-08-26,25.76,0.63,38.4,D,空头,强势空头,空头,medium,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
