rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
24,600487,亨通光电,2026-08-24,60.43,-2.8144097780636868,47.5,D,震荡,偏空震荡,空头,high,震荡/偏空震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
25,002436,兴森科技,2026-08-24,33.24,-5.968882602545966,47.2,D,偏多震荡,偏空震荡,强势空头,high,偏多震荡/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
26,000338,潍柴动力,2026-08-24,26.99,-7.441700960219489,47.1,D,偏空震荡,偏空震荡,强势空头,high,偏空震荡/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
27,600031,三一重工,2026-08-24,18.61,-1.010638297872346,46.6,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
28,002463,沪电股份,2026-08-24,115.57,-4.6530814289250095,46.4,D,空头,多头,空头,high,空头/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
29,002156,通富微电,2026-08-24,61.24,-4.132748904195371,46.3,D,空头,多头,强势空头,high,空头/多头，60分钟强势空头；已进入条件化回踩观察区，仍需次日量价确认。
30,002415,海康威视,2026-08-24,34.15,-0.7267441860465129,46.3,D,空头,多头,空头,high,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
31,600309,万华化学,2026-08-24,73.19,-1.0678561773452389,45.9,D,偏空震荡,空头,空头,high,偏空震荡/空头，60分钟空头；目前只适合观察，等待结构改善。
32,600111,北方稀土,2026-08-24,40.42,0.6223549912870219,45.5,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
33,300054,鼎龙股份,2026-08-24,73.62,-0.29794149512458734,45.5,D,空头,多头,强势空头,high,空头/多头，60分钟强势空头；目前只适合观察，等待结构改善。
34,603920,世运电路,2026-08-24,37.15,-4.400411734431298,45.0,D,偏多震荡,强势空头,强势空头,high,偏多震荡/强势空头，60分钟强势空头；已进入条件化回踩观察区，仍需次日量价确认。
35,600183,生益科技,2026-08-24,126.3,-4.894578313253017,44.6,D,空头,多头,空头,high,空头/多头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
36,002938,鹏鼎控股,2026-08-24,87.95,-1.4013452914798163,44.2,D,空头,多头,空头,high,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
37,002602,世纪华通,2026-08-24,13.79,-0.21707670043416005,42.5,D,偏空震荡,空头,空头,high,偏空震荡/空头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
38,601138,工业富联,2026-08-24,60.4,-3.8828771483131796,42.4,D,空头,偏空震荡,强势空头,high,空头/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
39,002185,华天科技,2026-08-24,16.88,-3.0998851894374457,42.3,D,空头,偏空震荡,强势空头,high,空头/偏空震荡，60分钟强势空头；已进入条件化回踩观察区，仍需次日量价确认。
40,603019,中科曙光,2026-08-24,82.18,-2.2946141956960986,41.8,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
41,300059,东方财富,2026-08-24,18.92,0.052882072977267214,41.7,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
42,002126,银轮股份,2026-08-24,38.4,-4.1677065136012,41.4,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
43,002484,江海股份,2026-08-24,59.5,-7.508161044613704,41.3,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
44,688187,时代电气,2026-08-24,47.62,0.042016806722688926,41.1,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
45,002281,光迅科技,2026-08-24,166.39,-6.83,41.0,D,空头,偏空震荡,强势空头,high,空头/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
46,300124,汇川技术,2026-08-24,58.3,-1.2366593257665648,41.0,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
47,002916,深南电路,2026-08-24,343.63,-4.080949057920447,40.9,D,空头,偏空震荡,强势空头,high,空头/偏空震荡，60分钟强势空头；已进入条件化回踩观察区，仍需次日量价确认。
48,002050,三花智控,2026-08-24,35.71,-2.724053391446468,40.9,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
49,603799,华友钴业,2026-08-24,40.2,-0.960827790096086,40.7,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
50,002179,中航光电,2026-08-24,33.01,-4.096455549099376,40.6,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
51,002517,恺英网络,2026-08-24,16.55,-0.4211793020457266,40.4,D,偏空震荡,空头,空头,high,偏空震荡/空头，60分钟空头；目前只适合观察，等待结构改善。
52,300442,润泽科技,2026-08-24,62.45,-2.9978254116185044,40.3,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
53,002008,大族激光,2026-08-24,86.1,-5.280528052805289,40.2,D,空头,偏空震荡,强势空头,high,空头/偏空震荡，60分钟强势空头；目前只适合观察，等待结构改善。
54,002558,巨人网络,2026-08-24,26.66,2.0283199387677087,40.1,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
55,002475,立讯精密,2026-08-24,53.72,-1.7017383348581827,40.0,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
56,002335,科华数据,2026-08-24,29.72,-1.9141914191419196,40.0,D,空头,空头,强势空头,high,空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
57,000988,华工科技,2026-08-24,103.35,-3.2122120247237373,39.6,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
58,601689,拓普集团,2026-08-24,46.3,-1.321398124467188,38.3,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
59,600875,东方电气,2026-08-24,25.43,-3.0499428135722484,36.0,D,空头,强势空头,强势空头,high,空头/强势空头，60分钟强势空头；目前只适合观察，等待结构改善。
