rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
31,000977,浪潮信息,2026-09-18,71.88,2.9651912333476416,50.6,D,空头,偏空震荡,偏多震荡,high,空头/偏空震荡，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
32,600549,厦门钨业,2026-09-18,50.49,1.5486725663716783,49.2,D,空头,空头,多头,high,空头/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
33,002475,立讯精密,2026-09-18,54.1,3.7790140034529074,48.7,D,空头,空头,震荡,high,空头/空头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
34,002050,三花智控,2026-09-18,35.31,1.9341801385681423,48.7,D,空头,空头,偏多震荡,high,空头/空头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
35,002602,世纪华通,2026-09-18,14.69,1.031636863823926,48.4,D,偏空震荡,震荡,空头,high,偏空震荡/震荡，60分钟空头；已进入条件化回踩观察区，仍需次日量价确认。
36,600690,海尔智家,2026-09-18,20.68,-0.09661835748792091,48.2,D,空头,震荡,空头,high,空头/震荡，60分钟空头；目前只适合观察，等待结构改善。
37,601689,拓普集团,2026-09-18,45.0,2.833638025594154,48.2,D,空头,强势空头,强势多头,high,空头/强势空头，60分钟强势多头；已进入条件化回踩观察区，仍需次日量价确认。
38,601318,中国平安,2026-09-18,53.37,0.03748828491094702,47.0,D,偏空震荡,偏多震荡,空头,high,偏空震荡/偏多震荡，60分钟空头；目前只适合观察，等待结构改善。
39,002126,银轮股份,2026-09-18,39.37,2.3927178153445805,46.8,D,空头,空头,震荡,high,空头/空头，60分钟震荡；目前只适合观察，等待结构改善。
40,002335,科华数据,2026-09-18,29.65,1.8900343642611617,46.7,D,空头,空头,偏多震荡,high,空头/空头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
41,688187,时代电气,2026-09-18,45.73,1.7805475183618968,46.7,D,空头,空头,偏多震荡,high,空头/空头，60分钟偏多震荡；目前只适合观察，等待结构改善。
42,601899,紫金矿业,2026-09-18,31.41,1.650485436893212,46.6,D,空头,偏多震荡,空头,high,空头/偏多震荡，60分钟空头；目前只适合观察，等待结构改善。
43,300059,东方财富,2026-09-18,18.37,1.5478164731896227,46.6,D,空头,空头,震荡,high,空头/空头，60分钟震荡；目前只适合观察，等待结构改善。
44,600941,中国移动,2026-09-18,96.63,-0.27863777089783826,46.4,D,空头,偏多震荡,空头,high,空头/偏多震荡，60分钟空头；目前只适合观察，等待结构改善。
45,002415,海康威视,2026-09-18,32.94,1.5100154083204753,46.4,D,强势空头,偏空震荡,震荡,high,强势空头/偏空震荡，60分钟震荡；目前只适合观察，等待结构改善。
46,600030,中信证券,2026-09-18,26.54,1.4525993883792054,45.5,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
47,002594,比亚迪,2026-09-18,84.3,-0.7885135930328357,44.7,D,空头,空头,偏空震荡,high,空头/空头，60分钟偏空震荡；目前只适合观察，等待结构改善。
48,300124,汇川技术,2026-09-18,52.45,1.6669897266912148,44.3,D,强势空头,强势空头,空头,high,强势空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
49,600406,国电南瑞,2026-09-18,22.05,0.4555808656036442,43.1,D,强势空头,空头,空头,high,强势空头/空头，60分钟空头；目前只适合观察，等待结构改善。
50,600938,中国海油,2026-09-18,32.3,-0.8289837273564693,42.4,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
51,603799,华友钴业,2026-09-18,35.78,1.7055144968732172,42.1,D,强势空头,强势空头,震荡,high,强势空头/强势空头，60分钟震荡；目前只适合观察，等待结构改善。
52,002517,恺英网络,2026-09-18,16.61,0.4232164449818665,41.6,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
53,603993,洛阳钼业,2026-09-18,17.51,0.9221902017291006,41.5,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
54,600309,万华化学,2026-09-18,71.15,1.1659320346935953,41.5,D,强势空头,偏空震荡,空头,high,强势空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
55,600031,三一重工,2026-09-18,17.89,-0.9961261759822926,41.4,D,强势空头,空头,强势空头,high,强势空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
56,600875,东方电气,2026-09-18,24.42,1.8348623853211121,41.0,D,空头,强势空头,震荡,high,空头/强势空头，60分钟震荡；目前只适合观察，等待结构改善。
57,002558,巨人网络,2026-09-18,24.97,0.6449012494961659,40.6,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
58,600066,宇通客车,2026-09-18,26.01,-1.2153437143942125,39.1,D,强势空头,空头,强势空头,high,强势空头/空头，60分钟强势空头；目前只适合观察，等待结构改善。
59,600111,北方稀土,2026-09-18,36.86,0.35393411380344464,38.2,D,强势空头,强势空头,空头,high,强势空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
