rank,code,name,data_date,close,pct_change,score,rating,daily_trend,weekly_trend,trend_60m,data_confidence,conclusion
22,002475,立讯精密,2026-08-31,57.62,1.8021201413427557,58.9,D,震荡,空头,多头,high,震荡/空头，60分钟多头；目前只适合观察，等待结构改善。
23,300124,汇川技术,2026-08-31,61.87,-0.2900886381950074,58.7,D,偏空震荡,空头,多头,high,偏空震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
24,002008,大族激光,2026-08-31,96.38,9.997717416115037,58.7,D,震荡,偏空震荡,强势多头,high,震荡/偏空震荡，60分钟强势多头；目前只适合观察，等待结构改善。
25,600309,万华化学,2026-08-31,76.32,-2.203997949769365,58.4,D,多头,震荡,多头,high,多头/震荡，60分钟多头；股票结构较强，目前优先等待回踩或突破确认。
26,002156,通富微电,2026-08-31,64.56,1.2705882352941122,58.4,D,震荡,多头,多头,high,震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
27,002415,海康威视,2026-08-31,35.79,1.9658119658119588,57.9,D,震荡,强势多头,多头,high,震荡/强势多头，60分钟多头；目前只适合观察，等待结构改善。
28,603920,世运电路,2026-08-31,38.65,2.574309978768574,57.3,D,偏多震荡,强势空头,多头,high,偏多震荡/强势空头，60分钟多头；目前只适合观察，等待结构改善。
29,002558,巨人网络,2026-08-31,27.45,0.6231671554252083,56.8,D,偏空震荡,空头,多头,high,偏空震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
30,002179,中航光电,2026-08-31,35.25,0.19897669130186646,56.7,D,震荡,空头,多头,high,震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
31,600312,平高电气,2026-08-31,19.87,0.5058168942842833,56.3,D,多头,震荡,偏空震荡,high,多头/震荡，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
32,600030,中信证券,2026-08-31,27.8,-0.46544933762978635,56.1,D,震荡,多头,多头,high,震荡/多头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
33,688396,华润微,2026-08-31,61.39,0.7219031993437097,54.8,D,震荡,偏空震荡,偏多震荡,high,震荡/偏空震荡，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
34,002126,银轮股份,2026-08-31,41.87,2.321603128054739,53.4,D,震荡,空头,多头,high,震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
35,600900,长江电力,2026-08-31,28.09,0.14260249554367554,53.1,D,震荡,多头,偏空震荡,high,震荡/多头，60分钟偏空震荡；已进入条件化回踩观察区，仍需次日量价确认。
36,002517,恺英网络,2026-08-31,17.17,3.4337349397590478,53.0,D,偏空震荡,空头,多头,high,偏空震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
37,603019,中科曙光,2026-08-31,88.27,2.8548123980424167,52.7,D,震荡,空头,多头,high,震荡/空头，60分钟多头；目前只适合观察，等待结构改善。
38,300442,润泽科技,2026-08-31,66.22,4.9112801013941665,52.7,D,偏空震荡,空头,多头,high,偏空震荡/空头，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
39,600584,长电科技,2026-08-31,75.75,1.0943547310823254,51.5,D,空头,多头,震荡,high,空头/多头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
40,002484,江海股份,2026-08-31,63.4,4.276315789473695,51.3,D,空头,偏空震荡,多头,high,空头/偏空震荡，60分钟多头；已进入条件化回踩观察区，仍需次日量价确认。
41,603986,兆易创新,2026-08-31,406.0,2.3133914621238816,49.7,D,空头,偏空震荡,偏多震荡,high,空头/偏空震荡，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
42,000988,华工科技,2026-08-31,104.75,1.768191975128719,49.4,D,空头,强势空头,震荡,high,空头/强势空头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
43,600549,厦门钨业,2026-08-31,53.92,-1.22733101300605,48.7,D,空头,偏空震荡,震荡,high,空头/偏空震荡，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
44,300054,鼎龙股份,2026-08-31,72.72,0.3034482758620616,48.5,D,空头,多头,空头,high,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
45,002335,科华数据,2026-08-31,30.82,0.653167864141091,48.2,D,空头,空头,偏多震荡,high,空头/空头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
46,002371,北方华创,2026-08-31,699.79,0.3268770340210114,47.7,D,空头,多头,空头,high,空头/多头，60分钟空头；目前只适合观察，等待结构改善。
47,002185,华天科技,2026-08-31,17.05,0.768321513002368,47.3,D,空头,偏空震荡,震荡,high,空头/偏空震荡，60分钟震荡；目前只适合观察，等待结构改善。
48,600406,国电南瑞,2026-08-31,22.97,-0.17383746197306982,46.5,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
49,000338,潍柴动力,2026-08-31,27.17,-1.700434153400865,46.1,D,空头,偏空震荡,空头,high,空头/偏空震荡，60分钟空头；目前只适合观察，等待结构改善。
50,600111,北方稀土,2026-08-31,40.62,0.0,45.6,D,空头,强势空头,震荡,high,空头/强势空头，60分钟震荡；已进入条件化回踩观察区，仍需次日量价确认。
51,300059,东方财富,2026-08-31,19.39,-0.154479917610717,45.1,D,空头,空头,偏多震荡,high,空头/空头，60分钟偏多震荡；已进入条件化回踩观察区，仍需次日量价确认。
52,002594,比亚迪,2026-08-31,88.2,-4.462738301559776,45.0,D,偏空震荡,空头,强势空头,high,偏空震荡/空头，60分钟强势空头；目前只适合观察，等待结构改善。
53,002050,三花智控,2026-08-31,36.3,0.3594138789051682,45.0,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
54,601689,拓普集团,2026-08-31,46.83,-0.5521342110851646,44.8,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
55,600066,宇通客车,2026-08-31,29.79,-0.8982035928143728,43.9,D,空头,空头,偏空震荡,high,空头/空头，60分钟偏空震荡；目前只适合观察，等待结构改善。
56,688187,时代电气,2026-08-31,47.08,-1.2169534200587417,43.9,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
57,600875,东方电气,2026-08-31,25.75,1.980198019801982,43.8,D,空头,强势空头,震荡,high,空头/强势空头，60分钟震荡；目前只适合观察，等待结构改善。
58,300014,亿纬锂能,2026-08-31,52.76,-2.8718703976435944,41.9,D,空头,空头,空头,high,空头/空头，60分钟空头；目前只适合观察，等待结构改善。
59,603799,华友钴业,2026-08-31,39.57,-1.0502625656414133,39.6,D,空头,强势空头,空头,high,空头/强势空头，60分钟空头；目前只适合观察，等待结构改善。
